text,sentiment,clean_text
seagull hates me and im utterly depressed about it. i miss him.,negative,seagull hates im utterly depressed miss
I want to get super pretty  and i want a cig,neutral,want get super pretty want cig
Wasabi is recovering from surgery  http://apps.facebook.com/dogbook/profile/view/6121231,positive,wasabi recovering surgery
"omg, NO ICECREAM",negative,omg icecream
Is going to school.  leave me stuff.,neutral,going school leave stuff
Have to run! I`ll be on later and hopefully can catch everyone I missed today. Working on web is a bear and so I miss a lot.,neutral,run ill later hopefully catch everyone missed today working web bear miss lot
"gosh, watchin cosmetic surgery nightmares on ITV , it is AWFUL",negative,gosh watchin cosmetic surgery nightmares itv awful
Ive been passed out drunk for the passed couple of hours.  Good to go now,neutral,ive passed drunk passed couple hours good go
    GRR! my stupid meebo is disconnecting me every 5 seconds,negative,grr stupid meebo disconnecting every seconds
 LMAO... just saw this. That sounds HELLA good. I have a hair appt at 7,positive,lmao saw sounds hella good hair appt
"Ooh, new Bonkers is out tomorrow, nearly forgot about that",neutral,ooh new bonkers tomorrow nearly forgot
" I`m not sure... But, 4719 fans in just a week is a wow to me! I guess they will soon overtake other Malaysian Page to be No.1.",positive,im sure fans week wow guess soon overtake malaysian page
Im so tired and sick  i have to be better on Sunday so i can sing morning and night,neutral,im tired sick better sunday sing morning night
I love the video for Da Funk by Daft Punk,positive,love video da funk daft punk
 How lovely,positive,lovely
Packing gym bag. Off to the gym in a bit. Squee! I`m my happiest whem I`m on the go.,positive,packing gym bag gym bit squee im happiest whem im go
"happy mothers day mommy  i love you so much, dono what id do without you ??",positive,happy mothers day mommy love much dono id without
Homework & Study Guides,neutral,homework study guides
grrr hate when i make careless mistakes on docs i give to my partner,negative,grrr hate make careless mistakes docs give partner
 At least he`s in breakthrough performance tho. I just wanted him nominated in his own category,neutral,least hes breakthrough performance tho wanted nominated category
The 3d version of Up sold out   regular version it is!,neutral,version sold regular version
And it`s gone.,neutral,gone
_RuGGeD_MaN hi vishal,neutral,ruggedman hi vishal
FINALLY-- Now I am me again.  I had to use internet explorer.  Firefox issues   Back to normal Tweeting.,neutral,finally use internet explorer firefox issues back normal tweeting
it`s friday but i have to work the weekend,neutral,friday work weekend
"Feeling some butterflies today   Study study study contracts; gonna ace this, then on to the write-on competition for the journals.",positive,feeling butterflies today study study study contracts gon na ace writeon competition journals
"Now comes the fun part  Because you can find only a few offers per country or you live outside US, your changes can be quite tiny.",positive,comes fun part find offers per country live outside us changes quite tiny
"Watched Yes Man, it was good  http://tinyurl.com/dbrc88",positive,watched yes man good
 she forgot her words and then started crying  and she stopped singing but then carried on and then cried again so she stopped,negative,forgot words started crying stopped singing carried cried stopped
 hey Sherri -- don`t give up b/c they`re married; they may have a brother or a friend!,positive,hey sherri dont give bc theyre married may brother friend
Sorry. Just think - 2.5 hrs till 2 days off!,neutral,sorry think hrs till days
 I can`t. I`m on my iPod and it doesn`t have IM,negative,cant im ipod doesnt im
okay.. so i 'thought' i was getting sick... but NOPE!!!  HAHAHA PHEW! (sry mike lol - hope you get better soon!),positive,okay thought getting sick nope hahaha phew sry mike lol hope get better soon
grrrr youtube wont let me watch the  chat again,negative,grrrr youtube wont let watch chat
 well that propels people to change direction. No point wasting your days on something you lost the passion for.,negative,well propels people change direction point wasting days something lost passion
"Hour fifteen drive. Just left, bored and ate half my food already",negative,hour fifteen drive left bored ate half food already
contemplating getting my hair cut and having severe anxiety about it....,negative,contemplating getting hair cut severe anxiety
"i am seriously........ addicted to talking to people haha. but i love it so i don`t care. and you can`t tell me otherwise, jerk.",neutral,seriously addicted talking people haha love dont care cant tell otherwise jerk
Excitement: 8 new followers overnight. Sadness: 6 of them are ad bots.,negative,excitement new followers overnight sadness ad bots
" sorry Demi, just read post that you can attend BGT. Im sure your support for SB has helped tho  a world without paps PLZZ",negative,sorry demi read post attend bgt im sure support sb helped tho world without paps plzz
i wish i could go to meet in the middle tomorrow.,positive,wish could go meet middle tomorrow
 pauly wallly ! you made my life **** happy as hell and i love you x3 you should reply back to me,positive,pauly wallly made life happy hell love x reply back
"Lovin` , , & _Bailon SOOOO much right now!",neutral,lovin bailon soooo much right
bye LA... I already miss you,negative,bye la already miss
 haha dork .. That sounds so yummy .. Share!,positive,haha dork sounds yummy share
ahhh i think my legs are burnt  they hurt,negative,ahhh think legs burnt hurt
 it`s trashy and sensationalist...so yes,negative,trashy sensationalistso yes
 hahaha now ur gonna tweet.... I awoke to 67 the other night haha Man the concerts here suck. Cali`s da place 2 be,neutral,hahaha ur gon na tweet awoke night haha man concerts suck calis da place
Happy Star Wars Day,positive,happy star wars day
 Thanks For The Follow.,positive,thanks follow
 http://twitpic.com/3ernb - Loving The Jumper,positive,loving jumper
Oh fml its probs gunna be at shepards bush  i hate it there,negative,oh fml probs gunna shepards bush hate
" unfortunatly, just about to start making my way home  but via Singapore for a gig too, so fun ain`t over  just yet ;)",neutral,unfortunatly start making way home via singapore gig fun aint yet
 i wish we had sun lollies for me to get addicted  what flavour?,positive,wish sun lollies get addicted flavour
"I`m such a saddo, haha. But that actually makes me really happy. Warrens dead though",neutral,im saddo haha actually makes really happy warrens dead though
 are you in need of another kiss attack??,neutral,need another kiss attack
" hehe, I can almost hear out of my right ear now  Can you yet?",positive,hehe almost hear right ear yet
NKU - I can get that app after all!,neutral,nku get app
" saw a whole lot of your stuff at Africa Joy Casterbridge Farm, White River in Mpumalanga.was quite thrilled to see ur stuff",positive,saw whole lot stuff africa joy casterbridge farm white river mpumalangawas quite thrilled see ur stuff
"_Mom Emailed you - it`ll be on the porch anytime. If you come tomorrow, we`ll have to miss you! Don`t worry about knocking!",neutral,mom emailed itll porch anytime come tomorrow well miss dont worry knocking
Tweetioi in class is a real problem  =Taylor=,negative,tweetioi class real problem taylor
 hey hunnie  how are u?? I miss talkin to u! Ty for the follow,neutral,hey hunnie u miss talkin u ty follow
I think i`m broke again.  :\,negative,think im broke
http://twitpic.com/4jco5 - The Result of working the Green/Black fingers...,neutral,result working greenblack fingers
"maaaaan! I spent an hour on a project for work, only to have the computer bork and crash and lost it all",neutral,maaaaan spent hour project work computer bork crash lost
has made a decision and will stick to it although I`m really not sure it`s the right one,negative,made decision stick although im really sure right one
Ahhhhh processing shipment  sooooooo much!!!!!,neutral,ahhhhh processing shipment sooooooo much
I can`t find   hope he didn`t get eaten by anything last night...he jumped off the deck   he just wont stay in safe *sigh*,negative,cant find hope didnt get eaten anything last nighthe jumped deck wont stay safe sigh
my poor baby girl is poorly  x,neutral,poor baby girl poorly x
 Whooo Baby! Good luck,positive,whooo baby good luck
"_d Aaaww!! That`s so good to know, I`m glad James is doing great  We LOVE you guys! KIsses from Venezuela!",positive,aaaww thats good know im glad james great love guys kisses venezuela
"Does `Real Detroit Weekly` not have a website.....Oh the horror, the horror",negative,real detroit weekly websiteoh horror horror
Is going to be off line for the rest of the day. Made some progress on a game over the weekend.  you may not like me again.,negative,going line rest day made progress game weekend may like
OMGod I`m soooo tired    I don`t think I have the energy to film today lol,negative,omgod im soooo tired dont think energy film today lol
  is all mine  #twpp #shadez,neutral,mine twpp shadez
Writing an essay in college writing  so boring,negative,writing essay college writing boring
Just heard good vibrations and i thought of Charlie dying on Lost,neutral,heard good vibrations thought charlie dying lost
 I am surprised you haven`t fired  for announcing the whole world of they body they`d found 'Selfish',negative,surprised havent fired announcing whole world body theyd found selfish
" haha! i see...  go, wear BLUE! ) heey, ur watching JONAS! hahaha ) haven`t watched any ep yet.. hope it shows here soon!:p",positive,haha see go wear blue heey ur watching jonas hahaha havent watched ep yet hope shows soonp
 It`d be nice but soon we`ll have to Pay to Tweet,neutral,itd nice soon well pay tweet
 how do you win the trip to america? please reply xo,neutral,win trip america please reply xo
 hahaha! YES I AM!  Lil Jon is the freakin jizzle! U know I named my 1st puppy after u? Lil Jizzle...remember? LOL...xoxox,neutral,hahaha yes lil jon freakin jizzle u know named st puppy u lil jizzleremember lolxoxox
wonders why her Karma points turned into 0.00.  http://plurk.com/p/wxj54,neutral,wonders karma points turned
The sun is shining  Have a great day,positive,sun shining great day
Chaz`s Daily Happenings: 22:31 Watching E.R instead of a DVD. End of an era  # 11:09 The sun is out. Wooo  #.. http://tinyurl.com/lgwrum,neutral,chazs daily happenings watching er instead dvd end era sun wooo
" Hahaha, that`s a cool pic that Sal made of Daniel and you. lol.",positive,hahaha thats cool pic sal made daniel lol
 Your sweetie is very lucky too!  #liberty,positive,sweetie lucky liberty
Anyone have a Super Nintendo Controller they want to sell me? Mine broke.,negative,anyone super nintendo controller want sell mine broke
" go to mid valley la ****  haha! never mind la, i don`t wanna go with you anyways",neutral,go mid valley la haha never mind la dont wan na go anyways
Attempting to sleep. My puppy is sick already,negative,attempting sleep puppy sick already
 i wanted to see that.  enjoy it!,positive,wanted see enjoy
hah.. finally got home...,neutral,hah finally got home
is sick in the doctors waiting room,negative,sick doctors waiting room
Why did i drive and how did i make it? Ahh margaritas are the BEST!!,positive,drive make ahh margaritas best
 omg wow  I hope everything is ok now,positive,omg wow hope everything ok
"lazy day, staying off the foot as much as possible.",neutral,lazy day staying foot much possible
#thingsmummysaid  You are the result of a broken condom.,negative,thingsmummysaid result broken condom
" oh okay cool, i love the fast and the furious can`t wait to see the new one",positive,oh okay cool love fast furious cant wait see new one
"So yeah, things aren`t going so well for me. I`m getting to feel like I haven`t felt in a long, long time.",negative,yeah things arent going well im getting feel like havent felt long long time
YES!! REPRIEVE!! One paper pushed back until Friday! That leaves just three more pages due by 4:00pm... not even a problem.,positive,yes reprieve one paper pushed back friday leaves three pages due pm even problem
spending some quality time with my fender tele deluxe...true love,positive,spending quality time fender tele deluxetrue love
hmm icecream for breakfast  #springtime,neutral,hmm icecream breakfast springtime
Wishing I could have seen my nephew graduate from kindergarten!,negative,wishing could seen nephew graduate kindergarten
 i (L u so much  See u at school todaay!,positive,l u much see u school todaay
Britain`s got Torture - Edelcries...,negative,britains got torture edelcries
  its suzi,neutral,suzi
 It`s amazing the DVDs I`ll put on my Netflix list just based on the trash potential inherent in their titles,positive,amazing dvds ill put netflix list based trash potential inherent titles
"_august84 - requoting the gyaan - the more you live life, the more you fail to notice how you live it - quote By muthu...",neutral,august requoting gyaan live life fail notice live quote muthu
perkinz..  idk wat after dat tho. maybe sum ****. lol,neutral,perkinz idk wat dat tho maybe sum lol
  You`re silly.,negative,youre silly
"It`s 1:15 AM, and I hear a helicopter flying over my house. That`s kind of weird. In other news, my headache is back. BOOOOO.",negative,hear helicopter flying house thats kind weird news headache back booooo
 Rofl u did?  Hahaha! Lemme tell Salman Munir =P =P,positive,rofl u hahaha lem tell salman munir p p
 YEA!! Way to go! Super excited for a great Midwest resource!!! Midwest pride!,positive,yea way go super excited great midwest resource midwest pride
Hi .. I have the net YAYY.. Im here for a short time though,positive,hi net yayy im short time though
Loving the sunshine! Wish poor Richie would feel better,positive,loving sunshine wish poor richie would feel better
 heyy i have a sis of 1 year with 5 months and still she don t want to walk..,negative,heyy sis year months still want walk
"  hey, is your site down? I was going to listen to the web stream but can`t get to the site...",negative,hey site going listen web stream cant get site
"my mind is racing ... b/c of 4 words he wrote.  I hate him, but I hate her most. ... and I can`t keep from falling for him",negative,mind racing bc words wrote hate hate cant keep falling
 I hope so ^^ Eclipse is up and running again btw!  http://tinyurl.com/d792yd,neutral,hope eclipse running btw
"Uh, happy mother`s day mum.",positive,uh happy mothers day mum
"_bebop that`s lame, sorry",negative,bebop thats lame sorry
 morning  how are you?,neutral,morning
_**** cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo,negative,cheer lizzi b another foh hero concert still suppose b upset xoxoxo
 I`ll most definitely write about it! I look forward to your article on RE5 (if you do write about it) It should be fun.,positive,ill definitely write look forward article write fun
" Hugs 4 kathy. Though my mom`s in heaven, I know she`s smiling at my accomplishments & all the people who keep me positive.",positive,hugs kathy though moms heaven know shes smiling accomplishments people keep positive
 oh noes I missed you again.,negative,oh noes missed
 i don`t have anything being fwd through to mobileme and the last week i`ve gotten at least 4 -5 spam messages a day,neutral,dont anything fwd mobileme last week ive gotten least spam messages day
 ive been spending time w/my momma! we`re celebrating mother`s day for her early  ive been good! how was woodburn?,positive,ive spending time wmy momma celebrating mothers day early ive good woodburn
 Heard that your dad would be going here in September. Would you also come with him?,neutral,heard dad would going september would also come
" I heard it was disappointing, which I am disappointed by before I`ve even seen it.  What a waste of C. Bale.",negative,heard disappointing disappointed ive even seen waste c bale
 ???!  #MandarinMonday,neutral,mandarinmonday
" Yeah, I thought that was very little warning for you guys.   I don`t miss 12-9 shifts 6 days/wk with no break, that`s for sure",negative,yeah thought little warning guys dont miss shifts dayswk break thats sure
"Right I now need breakfast. Let`s see if I can make it while Tweeting ;-) What am I thinking, I`m a bloke, multitasking is out lol",neutral,right need breakfast lets see make tweeting thinking im bloke multitasking lol
 i`ll teleport it straight to you,neutral,ill teleport straight
59 may be my new FAV number!!!,positive,may new fav number
"So i have done absolutely NOTHING all day today...how pitiful is that...smdh...guess I cant go out 2nite, I gotta work  booo ",negative,done absolutely nothing day todayhow pitiful thatsmdhguess cant go nite got ta work booo
Sad! Casue everyone is going their seperate ways! Never going to see my friends again!,negative,sad casue everyone going seperate ways never going see friends
 cool np. It`s got me working on a series of designs.,positive,cool np got working series designs
Have to sell my car. It`s costing me too much. Can now afford one rollerskate. Bye bye petey,negative,sell car costing much afford one rollerskate bye bye petey
  do it at like like 9 causeee im babysitting haha or you should call me causeee im kinda bored right now,negative,like like causeee im babysitting haha call causeee im kinda bored right
"_Jim I so much want to see the screen adaptation of Kick ****, but once i found out Nick cage was in it, my heart sank",negative,jim much want see screen adaptation kick found nick cage heart sank
Oh it is so sunny.,negative,oh sunny
 Oh noes.  Hope you feel better soon. My head sympathizes with yours.,positive,oh noes hope feel better soon head sympathizes
Sunburn is really bad now. Regretting sitting in the sun without suncream now,negative,sunburn really bad regretting sitting sun without suncream
I feel like I`m on alott of drugs,negative,feel like im alott drugs
 hehe his name was Jack Dawson & he died on the Titanic  u c that movie Miley?im watching it rite now. amazing.tell Leo I<3Him!,neutral,hehe name jack dawson died titanic u c movie mileyim watching rite amazingtell leo ihim
" oic, where in Cavite? no sorry im not from America ... if you can see my profile, there`s no word like America there",neutral,oic cavite sorry im america see profile theres word like america
my throat hurts  gonna go read and go to bed. text mee!,negative,throat hurts gon na go read go bed text mee
watching old skool fall out boy vids,neutral,watching old skool fall boy vids
 join the club.,neutral,join club
$y_Spitta Was caught in traffic around the Howlin Wolf for about 30mins. I was wondering WTH was going on.....musta been nice!,positive,yspitta caught traffic around howlin wolf mins wondering wth going onmusta nice
 Agreed...this time of the year we should change the motto to 'The Soggy State'...my backyard looks like a swimming pool,neutral,agreedthis time year change motto soggy statemy backyard looks like swimming pool
" Ohhh, i really want to see Coraline, it seems really good",positive,ohhh really want see coraline seems really good
why is it so **** cold ??!,negative,cold
 FATTY! omg i just found the worst **** out and idk what to do i need to talk to you!! hopefully i see you when you get off work.,neutral,fatty omg found worst idk need talk hopefully see get work
 if you weren`t 'picky' (=precise) i might not find you as interesting to talk to,negative,werent picky precise might find interesting talk
 awee!,neutral,awee
 You WILL be succesful  Love You!,positive,succesful love
yeaaaah tangerang in vacation,neutral,yeaaaah tangerang vacation
Yah me too,neutral,yah
I lost 15 dollars. I always lose my money,neutral,lost dollars always lose money
"Well, looks like it is going to be another night without my snuggle bug  Missing my Big Girl.",negative,well looks like going another night without snuggle bug missing big girl
 but it is a good one,positive,good one
@_shannon1234 Shannie im so sorry! didnt mean to upset you! i just thought you would find it cute  im sorry dont be sad!,negative,shannon shannie im sorry didnt mean upset thought would find cute im sorry dont sad
totally the best part of my day was studying with   haha ok now i`m really leaving holly`s and i`ll be there shortly! peace!,positive,totally best part day studying haha ok im really leaving hollys ill shortly peace
"Going to clean my room but thats not hard. i keep my room pretty clean really....anyway, i could still be doing better things!!!!",neutral,going clean room thats hard keep room pretty clean reallyanyway could still better things
Got approximately 3 hours of sleep last night....I love my life,positive,got approximately hours sleep last nighti love life
Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.,negative,bad week connectivityarlington panera wifi sucks maybe head legal seafoods airport dangmissing metaverse u stream
 we have mice in our attic who clog dance,neutral,mice attic clog dance
i need to make more of an effort to meet some of my best online friends like   <3 but **** the money it costs D:,neutral,need make effort meet best online friends like money costs
 DUDE. same.  it hurts,negative,dude hurts
 Wish I was in Dallas.. Can I still say ow!? lol Hey... u spelled my name wrong  It`s all good. Thanks for #FF love,positive,wish dallas still say ow lol hey u spelled name wrong good thanks ff love
fall down,neutral,fall
In Study Hall with Brittneyy!!,neutral,study hall brittneyy
_flo well thats not nice... hope ur all good now,neutral,flo well thats nice hope ur good
I`ve been reading up on Sims 3 genetics on the Sims 2 forums. Apparently hair dye is passed on to offspring. I`m very disappointed,negative,ive reading sims genetics sims forums apparently hair dye passed offspring im disappointed
 don`t know yet.. no word...   hopeful though!! and some good stuff happening lately so I`m getting excited!,positive,dont know yet word hopeful though good stuff happening lately im getting excited
 http://twitpic.com/4jguu - wow that is pretty  x,positive,wow pretty x
 that`s great! i was never so good at the jump roping...,neutral,thats great never good jump roping
 The cast of True Blood was there,neutral,cast true blood
 morning you,neutral,morning
new phone + zero contacts = poo. send me a message with your name so i can save your numbers thanks,positive,new phone zero contacts poo send message name save numbers thanks
Working on something exciting... and I cannot tweet about it for several months,neutral,working something exciting tweet several months
" U were great, as always. But, can`t we do an east Germany on noko? Or at least provoke them & then go in 4 the kill.",positive,u great always cant east germany noko least provoke go kill
 its a nice pair of shoes. i checked other nike shoes if its worth buying... it is,positive,nice pair shoes checked nike shoes worth buying
So my coworker/friend told me the manager who sent me home is afraid she`s in trouble for sending me home haha. Dumb ****,negative,coworkerfriend told manager sent home afraid shes trouble sending home haha dumb
 wat u doin my bad im mixin this song,negative,wat u doin bad im mixin song
 can I help in any way?,positive,help way
Signing out for the night - have a good Sunday night all,positive,signing night good sunday night
 I just got two tickets one for speeding and one for tinted windows,neutral,got two tickets one speeding one tinted windows
@ Cleaning the house! going out at 3 to see a soccergame with friends,neutral,cleaning house going see soccergame friends
And thanks for the gorgeous flowers.,positive,thanks gorgeous flowers
It`s good to be home,positive,good home
AP: North Korea could opt for devastating land assault... http://tinyurl.com/nmg9ht (via _Report) Scary talk to say the least.  mm,negative,ap north korea could opt devastating land assault via report scary talk say least mm
i need to go out of office again.. i am melting..,neutral,need go office melting
Back home after a funeral for my wife`s grandfather today.  Now its time for homework,neutral,back home funeral wifes grandfather today time homework
http://twitpic.com/4wtii - new hair going to greeattt use!,positive,new hair going greeattt use
Test another update... sorry for bothering all of u guys,negative,test another update sorry bothering u guys
Calling it a night .... talk to yall tomorrow,neutral,calling night talk yall tomorrow
  that sucks,negative,sucks
Happy Mothers` Day to my mom and all the mothers in the world,positive,happy mothers day mom mothers world
i want to join drama practice today but i can`t,neutral,want join drama practice today cant
#3breakupwords you have changed,neutral,breakupwords changed
 oh ok  well im sendin lots of love ****,positive,oh ok well im sendin lots love
" nooooooooo....u never call me anymore  lol...but, i`ve been good too...rick ross is in town, might go 2 his show 2nite ;-)",positive,nooooooooou never call anymore lolbut ive good toorick ross town might go show nite
" i`ll get my size 40`s out now, straight to the post office  See you later, hun",neutral,ill get size straight post office see later hun
 did she tell you why she hasnt? i miss my boge.,negative,tell hasnt miss boge
_possa Happy Happy Bday Baby Girl. Love Ya!!!! Hope you get EVERYTHING you want,positive,possa happy happy bday baby girl love ya hope get everything want
 haha i just realised it sounded a lot like stellllaaa lol. anyhoo i got ur facebook msg and will start working soon hopefully,positive,haha realised sounded lot like stellllaaa lol anyhoo got ur facebook msg start working soon hopefully
ok      Love you girls. but work beckons.  Will come back later for #twpp,neutral,ok love girls work beckons come back later twpp
 ... sounds like Jeff has the best job in the world!,positive,sounds like jeff best job world
just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!,negative,spent hour trying get newborn bird front garden fly poor baby success
someone doesn`t feel good...,negative,someone doesnt feel good
Good Morning people!!! Have a great day,positive,good morning people great day
 u can see I just twitted them if its the real xmsirius that is. Let me know any other contact info. Lets transmit this!,neutral,u see twitted real xmsirius let know contact info lets transmit
I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....,negative,wish could twitter book expo reception javitz horrible
" 100,000 / 60 = 1667 words/day.  1667 / 10 = 167 words/hour.  167 / 60 = 2.8 words/minute.  No pressure.",positive,wordsday wordshour wordsminute pressure
 in august with anberlin. they`re not headlining though  and yes there is a perth show,neutral,august anberlin theyre headlining though yes perth show
Got some new clothes  and series one of supernatural on dvd,neutral,got new clothes series one supernatural dvd
 SHOUT OUT TO NIKKI....PLEASSSEEE   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),neutral,shout nikkipleassseee soulja boy tell em live live
I love Google`s Mothers day theme  http://tr.im/jtl8,positive,love googles mothers day theme
_tha lol  congrats!,positive,tha lol congrats
makin tea an its stressin me out,negative,makin tea stressin
" woah that`s cool  just landed in London about 2 and1/2 hours ago.I LOVE the scenery, beautiful ,",positive,woah thats cool landed london hours agoi love scenery beautiful
 thats terrible  I enjoy being with you every minute!,neutral,thats terrible enjoy every minute
 oh jealous. Though you`re missing the fried potato bread,negative,oh jealous though youre missing fried potato bread
"  How vile are people, they have to remove things that have a value",negative,vile people remove things value
 you should not be wasting the may bank holiday in the crappy north- you should be down south in brighton where the party`s at,negative,wasting may bank holiday crappy north south brighton partys
@ punkrockchick25 Haha no i just saw a commercial for it. . You wouldnt kill me,neutral,punkrockchick haha saw commercial wouldnt kill
 guess I missed out on more than beer and a good time,negative,guess missed beer good time
watching my favorite tv shows on HULU.com for free,positive,watching favorite tv shows hulucom free
So full from a great lunch and now stuck in traffic,neutral,full great lunch stuck traffic
" well, as i mother & grandma i am a bit in a kidding mode",positive,well mother grandma bit kidding mode
very very bad headache that is getting worse by the minute not better.,negative,bad headache getting worse minute better
wants  to come back online so that he can talk about all the gossip and horrible things which transpired today.,negative,wants come back online talk gossip horrible things transpired today
 but but it was funny when I wrote it,positive,funny wrote
 Thanks. Busy as **** is good in my book.,positive,thanks busy good book
Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard,negative,tweet last hours nobody likes tweetboard
 Thanks. Appreciate it.,positive,thanks appreciate
Yay my ears match,positive,yay ears match
 She`s the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts,negative,shes ruddy manageress nd bad job never find good place beyond cuts
wonders if anyone would care if she died tomorrow,negative,wonders anyone would care died tomorrow
 laundry instead of sitting here. that darn laundry keeps mocking me.,negative,laundry instead sitting darn laundry keeps mocking
Unstable broadband and electricity taking toll on my mental stability.,negative,unstable broadband electricity taking toll mental stability
 grr @ naplan. just finished my commerce & geo exams  good luck (Y),positive,grr naplan finished commerce geo exams good luck
nice weather..looks like its going to rain here in #Delhi.,positive,nice weatherlooks like going rain delhi
My tweetdeck won`t pull up.,neutral,tweetdeck wont pull
that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.,negative,little boy drowned yesterday lived subdivision went nicoles school sad
an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.,negative,ultimatum ultimatum matter dress sucks
" i know, don`t tell anyone  i dont know if my dad told the famz yet. i think i`m taking it online.",neutral,know dont tell anyone dont know dad told famz yet think im taking online
 Oooh you just spoiled my teenage fantasy,negative,oooh spoiled teenage fantasy
"it`s been so nice all day, and now it looks like it`s going to rain...just when i was getting excited about taking photos when i get home",positive,nice day looks like going rainjust getting excited taking photos get home
Yay! I just fixed my blog`s CSS problem that messed up the design,neutral,yay fixed blogs css problem messed design
" ohh yeahh (: i`m probs gonna be a loner to start with, thanks to the person i was gonna go with be a ****",negative,ohh yeahh im probs gon na loner start thanks person gon na go
Wondering why it`s so cold - the skylight is open - I left the gas on this morning,negative,wondering cold skylight open left gas morning
New Forum Thread - First Typhoon of the Season: Is *NOT* headed to Okinawa.  Made you look. .. http://tinyurl.com/dm4b3q,neutral,new forum thread first typhoon season headed okinawa made look
I`ll be grand....,neutral,ill grand
 I love my mom tooo,positive,love mom tooo
i had the best day ever! i missed him. more tomorrow too,positive,best day ever missed tomorrow
#thingsmummysaid You need to learn to wash dishes and do laundry because I won`t always be here to do them for you. She was right,positive,thingsmummysaid need learn wash dishes laundry wont always right
" yea - it`s mostly b/c I couldn`t sleep, but oh well, lunch time will come soon",neutral,yea mostly bc couldnt sleep oh well lunch time come soon
 ahhh I`m drinking some too!! And bride wars is really good,positive,ahhh im drinking bride wars really good
 im missin out on all the fun aww  *cryin* lol,negative,im missin fun aww cryin lol
" Thanks, that was gonna be my next tweet...You the man  Figuratively speaking",positive,thanks gon na next tweetyou man figuratively speaking
" Yeah, Trimet says it`s a 1hr trip, I get home at 6:30/6:45-ish, so we`d arrive just as everyone was leaving.",neutral,yeah trimet says hr trip get home ish wed arrive everyone leaving
COTTIN WITH EMILYYYYYYYY,neutral,cottin emilyyyyyyyy
_simple_girl  I have to miss the festivities this evening.  Heading up the hill and won`t have internet and no BB service.,negative,simplegirl miss festivities evening heading hill wont internet bb service
 I have popcorn and fruitcake now...but it`s just not the same as Chocolate,neutral,popcorn fruitcake nowbut chocolate
_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff.  So we`re good then.,neutral,g ive sneezing felt like trainwreck last two weeks piggystuff good
_WOCKEEZ I`m missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,negative,wockeez im missin u guys day ill b tomorrow butttt see u june th blockkkkk
this is absurd ! I feel like a dipping in the pool real quick . its too bad i dont have a poool,negative,absurd feel like dipping pool real quick bad dont poool
Going to get a pedicure and the to CPK for lunch,neutral,going get pedicure cpk lunch
Why did everyone seem to leave me this weekend  ....sigh. In bed,negative,everyone seem leave weekend sigh bed
Going into town later to get myself a birthday present.  An iPod Touch will do nicely I think,positive,going town later get birthday present ipod touch nicely think
"I`m off to bed. Head just won`t stop giving me pain. ahgg.. Let this sinus, allergy, whatever you are be over tomorrow! Sogni D`oro",negative,im bed head wont stop giving pain ahgg let sinus allergy whatever tomorrow sogni doro
At the bus stop there`s always a big pile of loogies. So. Gross.,positive,bus stop theres always big pile loogies gross
 well keep me posted if it comes out fully thanks,positive,well keep posted comes fully thanks
happy Star Wars day,positive,happy star wars day
"Thanks all for coming out tonight, hope ya had fun!",positive,thanks coming tonight hope ya fun
 i mean give. lol with a finger! then crash her car! lol jk. thats bad. just ignore her,neutral,mean give lol finger crash car lol jk thats bad ignore
things are looking better and better! i think i might be quite happy,positive,things looking better better think might quite happy
Had fun at the Airshow with the boys today - exhausted,neutral,fun airshow boys today exhausted
Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry,negative,marley saddest movie ever never cry movies movie mad cry
one of my cat`s is sick,negative,one cats sick
"Just left Brooklyn going uptown for some latin coffee with a dollar sandwich, can`t find that in downtown Brooklyn, where Brooklyn @",neutral,left brooklyn going uptown latin coffee dollar sandwich cant find downtown brooklyn brooklyn
I can`t find my camera,negative,cant find camera
i think that i`m the only 1 on!!!,positive,think im
is feelin it,neutral,feelin
"I`m the bird with broken wings, she`s the song i love to sing  you know who you are ****",positive,im bird broken wings shes song love sing know
 rofl. room is too small to dance,neutral,rofl room small dance
@_mmmichelle you`re in france?!?! cheri!,neutral,mmmichelle youre france cheri
 that made me cry  poor hollie ****,negative,made cry poor hollie
"OK, time to head into Urban Outfitters to see what catches my eye, then head home, since this rain is hindering any more pics for the day",neutral,ok time head urban outfitters see catches eye head home since rain hindering pics day
really annoyed that work appear to have blocked facebook now...,negative,really annoyed work appear blocked facebook
Mothers Day,neutral,mothers day
_ PrintChick thx for sharen LUV IT,positive,printchick thx sharen luv
